text_translation,sentiment_scores,sentiment_label
"RT @vanranstmarc: CORONA VIRUS UPDATE
02/05/20
half past twelve

Worldwide: 24584
China: 24348 (+23260 suspicious)
Outside mainland China: 236 in 27 countries ...",0.0,neutral
RT @thijskuiken Interview in @volkskrant stressed that rise from # 2019nCoV probably due to intensive trade in wild animals mark ...,-0.34,negative
"In the Chinese metropolis of Wuhan is a child diagnosed with the new coronavirus, just 30 hours after it was born. https://t.co/5U8pKJgshL",0.0,neutral
"RT @SCMPNews: ""Please take my daughter I do not need to go through All I want to do right now is save her life..."" - The desperate plea of ​​a ...",0.5423,positive
"RT @SCMPNews: ""Please take my daughter I do not need to go through All I want to do right now is save her life..."" - The desperate plea of ​​a ...",0.5423,positive
WTAF? !! 🤬🤬🤬🤬 #TrumpVirus #WearADamnMask #VoteBlueToEndThisNightmare https://t.co/NbiRqtyKPt,0.0,neutral
"@ Mg5912 @richardrhh But this ""arises"" Now China is predictable. I t approve of n different story. As un t betray your neighbors who were in wuhan for money ..... See mn tsp.",-0.7783,negative
Russia and Saudi Arabia to Discuss Oil Cuts axis Coronavirus Rocks Market https://t.co/7DCnsSopcL,-0.296,negative
"@Vicksiern RT: Do you think the Democrat Party, All which is run by George Soros, is using Antifa, BLM, and Covid-19 to destroy America to try ...",-0.2023,negative
@VVD It was too hot it under his feet. The murmuring of the people was too big .. so now he relaxes before .. knowing that he has few months in a new lockdown cold weather season anyway can do based on the manipulated numbers ....,0.0422,neutral
"China says Xi Jinping is directing its Wuhan coronavirus response, but he's nowhere to be seen https://t.co/9Ta1nXhjqG https://t.co/yeJYzUJEQb",0.0,neutral
"RT @HuXijin_GT: President Trump Said The US has offered China ""tremendous help."" This has been used widely ridiculed by Chinese netizens. Where ...",-0.3612,negative
@Nigelstwits RT: What is the biggest killer? Air pollution? McDonald's / Burger King / Dunkin 'Donuts? or Corona?,-0.7399,negative
"Comments @keesdekortbnr | With a little luck, the effects of the coronavirus in China have much impact on the world economy. https://t.co/QQY9WmamSl https://t.co/OpfLfWSaAl",0.4033,positive
RT @vrtnws Our cartoonist @kim_duchateau creeps into the head of the US President Trump for a solution to be found for the ve ...,0.3182,positive
RT @ simongerman600: The US is not beating COVID19 at all. I just spent two hours Clicking through data. The performance of the US looks much ...,0.357,positive
"First Belgian infected with coronavirus testifies: ""I'm not worried, my health is fine"" https://t.co/8CHKGanCCq #vrtnws",-0.1311,negative
@Timyvesmieke RT: Do you remember that time when Adil (19) died in Anderlecht after a covid police control because he was out? This guy (2 ...,-0.5574,negative
RT @rickwinkelman: It seems that really can not go through the Formula 1 Grand Prix in China. The final decision about get there ...,0.4588,positive
"Read ""LIVE | From intelligent lockdown for 'space with rules,"" Amazon mourns grandmother Bernal Dina ""New Look - https://t.co/yADbNmlG6e - The corona virus is not yet clear, but we start a new chapter and start a intelligent lockdown for 'space with lines', l ...",0.5511,positive
"RT @Vera_Bergkamp: 👍🏻 news for cannabis consumers and #coffeeshops. After insistence from the sector, questions @ d66amsterdam our room Vrag ...",0.0,neutral
@ Floodlightsfor2 The disease is everywhere. But a lockdown live in a spacious apartment or house with a garden from where you work is not the same as when you live six of us in a tiny shack and you can not earn income because you do not uitmag the door.,0.0,neutral
Interviewed by @Nieuwsuur on # 2019-nCoV. The Chinese people are now united as one to defeat this epidemic with the greatest resolution and strength! https://t.co/ixGYn3zWow,0.8172,positive
"@bylenasun @Carolynyjohnson Well, not Entirely NEW: @kakape That story broke on Monday. https://t.co/xKX9oTfAJV",-0.1779,negative
"@bylenasun @Carolynyjohnson Well, not Entirely NEW: @kakape That story broke on Monday. https://t.co/xKX9oTfAJV",-0.1779,negative
RT @abflipse: This was my tweet on February 3 in which I warned that our social and financial disaster strikes. The economy ko ...,-0.8271,negative
Three Dutch to cruise fixed for Japanese coast for coronavirus. #coronavirus #quarantaine #cruiseschip https://t.co/Si1IeENM9j,0.0,neutral
RT @HuXijin_GT: Corona Virus outbreak is in a critical situation. People hope an inflection point will emerge in a week. By then immediately Impa ...,0.1531,positive
"If you have just been told that maatregels be relaxed! 🦠🦠🦠
Two nursing homes back in lockdown, other partially closed / via @NOS #corona https://t.co/GEMzryzIfd",0.5411,positive
"We start a new chapter in the approach of the coronavirus. 1.5 meters from the norm remains. By keeping away, we give each other more space.

More information about the general rules ⤵️

https://t.co/K3UijuqaD3

#AlleenSamen #rijksoverheid https://t.co/rVuGTNn9n7",0.0,neutral
RT @ timmins316: Trump approval on handling or coronavirus hits new low: poll https://t.co/GyccxfIxYv,0.25,positive
RT @DrJHAmsterdam: After #persconferentie Prime @MinPres is the time to establish that the government earned a fat 8 for ...,0.0,neutral
"RT @CHIZMAGA: Over 1 Million Americans have now recovered from the Coronavirus, why does not the media talk about that? https://t.co/txxDDnc...",0.0,neutral
"RT @CHIZMAGA: Over 1 Million Americans have now recovered from the Coronavirus, why does not the media talk about that? https://t.co/txxDDnc...",0.0,neutral
"RT @VRFryslan: We start a new chapter in the approach of the coronavirus. 1.5 meters from the norm remains. By keeping a distance to, g ...",0.0,neutral
European RIVM' advises Member States: Match meetings with good ventilation https://t.co/1iypPb8haV,0.4404,positive
Covid pushes investors to other sectors https://t.co/xTHrr7Etr7,0.0,neutral
"RT @Barracudaegg: Well, dear Indie gamers and devs. Here is my gift to you lockdown. I hope you like. Please retweet and spread the love! F ...",0.9571,positive
"@Cafeweltschmerz RT: You are only a disobedient child, and if you do not want to listen then there'll be trouble ...! You have the Dutch treasury ...",-0.343,negative
"@DonRoelofsen RT: You're right?

Fortunately, we did get a Tony Chocolonely.

But hey, the next pandemic, we are just wee ...",0.0,neutral
@Timyvesmieke RT: Do you remember that time when Adil (19) died in Anderlecht after a covid police control because he was out? This guy (2 ...,-0.5574,negative
"RT @ 3Groter: Infant mortality historically low now for several months #minder vaccinated = & gt; https://t.co/l9Z3cOPpfC

💢 In # Eng ...",0.0,neutral
"RT @ Mirjam152: ""Within the EU, it is long gone Corona, but just about money!"" GB's per household we will pay € 4,000 o. ...",-0.2244,negative
"@AlbertusNL @VVD Yes, the cold season ... and then they warm weather starts make the corona infections 'increase' ... mark my words ... that 2nd wave comes ... it's all aimed at ... and there they prepare us for ...",0.5574,positive
RT @GeLeHesjesNL: The demonstrations are not only turning to the corona measures. We are tired of this government! #kickoutrutte,-0.4926,negative
And then at the Beau # measure two dimensions police are dicks that right 🤮🤮🤮🤮🤮 https://t.co/UnYugQ3MHu,0.0,neutral
@Volkinnood RT: So circulating on social media addresses Brussels bars and cafes where you can sag unhindered by any Coron ...,0.0,neutral
RT @Doktor_FreakOut Who dumm sein kann man? Who dumm? Who unfassbar dumm kann man denn sein? Man kann doch nicht so dumm sein! (Quelle: NW ...,0.0,neutral
RT @daniel_nunez_a: Una vez la + UDI. And comisión Hacienda presentan indicación para eliminar norma que permite una nueva postulación a ...,0.0,neutral
"RT @politicususa: Trump ignored the question and kept on walking When a reporter asked him if he any accepted responsibility for the 123,00 ...",-0.0516,negative
RT @ HARRY_44: The GOVERNMENT has declared war on the DUTCH PEOPLE! It is ESSENTIAL us MASS AT TY ...,-0.2165,negative
"Who is we? Have you locked the elderly in nursing homes ever asked if they want this?

Markje is not ethics. https://t.co/OlhmiEzbbG",0.168,positive
"RT @patricksavalle: From day one I said that # COVID19 was just a flu. Meanwhile sure. Same comorbidity, same IFR / Dodel ...",-0.0772,negative
RT @ Rufes1989: My son has also found his calling. #gebarentaal #persconferentie #Rutte #corona # COVID19 #irmasluis #teamirma http ...,0.0,neutral
🤬🤬🤬 #bats #Wuhan #WuhanCoronovirus #virus #WuhanVirus #coronavirus #Corona #wetmarket https://t.co/q3E1JBd8DQ,0.0,neutral
RT @Rijksoverheid: We start a new chapter in the approach of the coronavirus. 1.5 meters from the norm remains. By distance Reserved ...,0.0,neutral
"RT @sciencedirect: Attend webinar organized by DBT & amp; Elsevier. Learn more on COVID 19 research in India, Elsevier's Coronavirus Research Hu ...",0.0,neutral
"RT @elsevierpure: Attend a webinar organized by DBT & amp; Elsevier. Learn more on COVID 19 research in India, Elsevier's Coronavirus Research H ...",0.0,neutral
@Timyvesmieke RT: Do you remember that time when Adil (19) died in Anderlecht after a covid police control because he was out? This guy (2 ...,-0.5574,negative
"RT @andrewkimmel: More than 36K new COVID-19 infections were reported by state health departments, surpassing the previous single-day recor ...",0.0,neutral
"RT @andrewkimmel: More than 36K new COVID-19 infections were reported by state health departments, surpassing the previous single-day recor ...",0.0,neutral
"RT @pesla: 1 / It #coronadebat what is hardened. Straw Men, camps, polemics. Important questions remain unanswered and @rivm_vdissel qu ...",0.2023,positive
"RT @billybragg: I hope you can join me this Sunday, Inspired by my song for a locked-down Mother's Day, as I get together with the folks at ...",0.8074,positive
"RT @ ekowboy2: akhirnya kita semua tau mengapa YBS pernah dipecat dari IDI, karena suka keluar Pakem ..

Nyawa rakyat dianggap enteng, maaf p ...",0.0,neutral
"RT @alexander_murfi: Kemenkes Beberkan Lima Negara yang Berisiko Penyebaran Corona Virus

Jepang tidak termasuk lima negara yang berisiko p ...",0.0,neutral
"As free as a bird!

Four days experienced hysteria f #coronavirus. What is all of us are waiting for the world?

My experience: you walk yourself just more risk in quarantine in a hotel.

Thx for #uaetour team for all their efforts. https://t.co/u3KMbAjexz",0.202,positive
"As free as a bird!

Four days experienced hysteria f #coronavirus. What is all of us are waiting for the world?

My experience: you walk yourself just more risk in quarantine in a hotel.

Thx for #uaetour team for all their efforts. https://t.co/u3KMbAjexz",0.202,positive
"RT @ MaryJoe38642126: Someone Has Been Buying # China's #Propaganda
This Is Based On #How #China #Treats #False #CoronaOutbreak info That # P ...",0.0,neutral
"RT @ MaryJoe38642126: Someone Has Been Buying # China's #Propaganda
This Is Based On #How #China #Treats #False #CoronaOutbreak info That # P ...",0.0,neutral
RT @Jinek_RTL: An employee with perhaps the coronavirus send you home. But should equal the entire company close? #jinek http ...,0.0,neutral
RT @Jinek_RTL: An employee with perhaps the coronavirus send you home. But should equal the entire company close? #jinek http ...,0.0,neutral
"United States. The bill for a health sector for the few will come due

Being afraid to seek medical advice and care many folks in the US will not benefit from health sector capacity, but suffer from its un-affordability.

Unless They bring Their pitch-fork.

https://t.co/oOg2KjmHl2 https://t.co/QL50Bk1Xan",-0.5408,negative
"RT @ewarren: You should not have to be a billionaire with a concierge service to get tested, treated, and vaccinated for coronavirus. My pla ...",0.0,neutral
"RT @MarietFeltkamp: Is not nice to me, hence I that I say all the time: when tested symptoms. The labs will be #italie # coronavi ...",-0.3252,negative
"@zarazettirazr Belagu amat nih doctor eh Menkes juga go mendidik banget.

Coba kalau dia beneran go takut corona suruh datangi orang positif than corona, contact langsung dengan mereka, kalau masih jaga jarak berarti dia masih takut.",0.0,neutral
